"exercise_label","features"
"Squat","{""leftHipAngle"": 115.46778706541, ""leftKneeAngle"": 106.74556650640469, ""rightHipAngle"": 114.06049650013496, ""leftElbowAngle"": 160.86228753511406, ""rightKneeAngle"": 99.00253243063428, ""rightElbowAngle"": 178.96235043958131, ""leftShoulderAngle"": 22.471523729534177, ""rightShoulderAngle"": 149.45248974906434}"
"Squat","{""leftHipAngle"": 177.0156931203128, ""leftKneeAngle"": 178.65429878429612, ""rightHipAngle"": 174.4323272469361, ""leftElbowAngle"": 150.67538827710644, ""rightKneeAngle"": 171.16709175654154, ""rightElbowAngle"": 119.47863135658298, ""leftShoulderAngle"": 33.61131358955257, ""rightShoulderAngle"": 167.39254832111854}"
"Squat","{""leftHipAngle"": 170.87350337989585, ""leftKneeAngle"": 174.82541657998885, ""rightHipAngle"": 174.58151808994, ""leftElbowAngle"": 102.31183595706102, ""rightKneeAngle"": 178.75319804747832, ""rightElbowAngle"": 120.55425053695976, ""leftShoulderAngle"": 44.59409764865312, ""rightShoulderAngle"": 174.81537881736838}"
"Squat","{""leftHipAngle"": 167.9366223806802, ""leftKneeAngle"": 175.43420865027534, ""rightHipAngle"": 172.75770676222166, ""leftElbowAngle"": 111.6125151913017, ""rightKneeAngle"": 178.7371257064261, ""rightElbowAngle"": 168.08685668892755, ""leftShoulderAngle"": 47.00026581973758, ""rightShoulderAngle"": 164.62990879735352}"
"Squat","{""leftHipAngle"": 177.24110617734743, ""leftKneeAngle"": 172.1260025156156, ""rightHipAngle"": 178.548568724723, ""leftElbowAngle"": 156.10326607127666, ""rightKneeAngle"": 165.8441118957728, ""rightElbowAngle"": 161.23458373518622, ""leftShoulderAngle"": 23.671211296982268, ""rightShoulderAngle"": 157.98949099172685}"
"Squat","{""leftHipAngle"": 138.79346388240958, ""leftKneeAngle"": 115.8016715253892, ""rightHipAngle"": 129.46021744448498, ""leftElbowAngle"": 117.37714054744924, ""rightKneeAngle"": 102.81125660376176, ""rightElbowAngle"": 118.91465571000704, ""leftShoulderAngle"": 34.45301988319361, ""rightShoulderAngle"": 165.4892527121215}"
"Squat","{""leftHipAngle"": 76.6172446610488, ""leftKneeAngle"": 46.079396291443686, ""rightHipAngle"": 88.19590988803341, ""leftElbowAngle"": 90.97780103306349, ""rightKneeAngle"": 56.25740730692576, ""rightElbowAngle"": 158.84601997097363, ""leftShoulderAngle"": 170.35902617654295, ""rightShoulderAngle"": 161.1862817700552}"
"Squat","{""leftHipAngle"": 66.41930608964539, ""leftKneeAngle"": 35.817131788609856, ""rightHipAngle"": 69.19529313676838, ""leftElbowAngle"": 54.06387068588242, ""rightKneeAngle"": 43.67041676157362, ""rightElbowAngle"": 65.48140458233974, ""leftShoulderAngle"": 147.63441975969408, ""rightShoulderAngle"": 148.23611116093403}"
"Squat","{""leftHipAngle"": 83.10485576781122, ""leftKneeAngle"": 54.47747180909852, ""rightHipAngle"": 92.82525606751553, ""leftElbowAngle"": 159.88030323409023, ""rightKneeAngle"": 68.15400764124314, ""rightElbowAngle"": 163.3481551906846, ""leftShoulderAngle"": 31.465405415897692, ""rightShoulderAngle"": 121.72364252879784}"
"Squat","{""leftHipAngle"": 153.04125999225596, ""leftKneeAngle"": 143.10861441895528, ""rightHipAngle"": 150.31578065264873, ""leftElbowAngle"": 95.88774588052937, ""rightKneeAngle"": 139.89342544282343, ""rightElbowAngle"": 39.341878923009986, ""leftShoulderAngle"": 39.97510383873895, ""rightShoulderAngle"": 147.06782208917656}"
"Squat","{""leftHipAngle"": 168.07335334602087, ""leftKneeAngle"": 173.79774357988595, ""rightHipAngle"": 177.58209101936006, ""leftElbowAngle"": 132.7235993844859, ""rightKneeAngle"": 174.79672378016005, ""rightElbowAngle"": 119.61963302456316, ""leftShoulderAngle"": 41.52960577534248, ""rightShoulderAngle"": 165.42051308206314}"
"Squat","{""leftHipAngle"": 166.29447352957362, ""leftKneeAngle"": 170.3900010329803, ""rightHipAngle"": 172.44870050222497, ""leftElbowAngle"": 20.169842919678956, ""rightKneeAngle"": 179.01136377068073, ""rightElbowAngle"": 78.11909093248617, ""leftShoulderAngle"": 83.44128361553679, ""rightShoulderAngle"": 169.02919841825215}"
"Squat","{""leftHipAngle"": 169.4307596512729, ""leftKneeAngle"": 173.01701816143853, ""rightHipAngle"": 171.37718037326297, ""leftElbowAngle"": 128.93221637800565, ""rightKneeAngle"": 179.31602401951105, ""rightElbowAngle"": 110.8508399941701, ""leftShoulderAngle"": 37.04436545644779, ""rightShoulderAngle"": 171.42081245918615}"
"Squat","{""leftHipAngle"": 177.42487358617646, ""leftKneeAngle"": 175.96379550290618, ""rightHipAngle"": 179.02950839876354, ""leftElbowAngle"": 174.99829038564877, ""rightKneeAngle"": 169.8907719949242, ""rightElbowAngle"": 149.11727183382067, ""leftShoulderAngle"": 6.954622881613647, ""rightShoulderAngle"": 148.51432045943648}"
"Squat","{""leftHipAngle"": 130.54062722656585, ""leftKneeAngle"": 111.32799543050372, ""rightHipAngle"": 126.19840707566328, ""leftElbowAngle"": 158.6634730669557, ""rightKneeAngle"": 96.06399174180387, ""rightElbowAngle"": 159.02533315641068, ""leftShoulderAngle"": 24.19788164871047, ""rightShoulderAngle"": 150.79724498683564}"
"Squat","{""leftHipAngle"": 82.38423333837235, ""leftKneeAngle"": 54.360024015826696, ""rightHipAngle"": 84.24277340695679, ""leftElbowAngle"": 47.10299602078811, ""rightKneeAngle"": 58.96923143178384, ""rightElbowAngle"": 157.8354210670512, ""leftShoulderAngle"": 155.04308198463227, ""rightShoulderAngle"": 176.28168526253577}"
"Squat","{""leftHipAngle"": 63.69100574856109, ""leftKneeAngle"": 35.67062430604551, ""rightHipAngle"": 66.96154558375034, ""leftElbowAngle"": 44.01785755292656, ""rightKneeAngle"": 40.12839846760835, ""rightElbowAngle"": 46.83211832894136, ""leftShoulderAngle"": 133.41934159592844, ""rightShoulderAngle"": 148.56191222176275}"
"Squat","{""leftHipAngle"": 82.4478490830421, ""leftKneeAngle"": 62.79959516589804, ""rightHipAngle"": 91.89520255740334, ""leftElbowAngle"": 178.93413817360062, ""rightKneeAngle"": 63.555563782144645, ""rightElbowAngle"": 120.383552069562, ""leftShoulderAngle"": 29.10718041082588, ""rightShoulderAngle"": 84.24774674927039}"
"Squat","{""leftHipAngle"": 163.4630347675918, ""leftKneeAngle"": 160.68647514755983, ""rightHipAngle"": 157.9181683076418, ""leftElbowAngle"": 108.50045059990067, ""rightKneeAngle"": 148.95168069517436, ""rightElbowAngle"": 161.1811910806337, ""leftShoulderAngle"": 9.531149058339777, ""rightShoulderAngle"": 146.90550798120285}"
"Squat","{""leftHipAngle"": 170.16306396305654, ""leftKneeAngle"": 170.49518378314968, ""rightHipAngle"": 176.04868490647027, ""leftElbowAngle"": 134.78020046358486, ""rightKneeAngle"": 176.82137704506283, ""rightElbowAngle"": 100.13942096430856, ""leftShoulderAngle"": 34.030387932553516, ""rightShoulderAngle"": 173.19331763284367}"
"Squat","{""leftHipAngle"": 170.5620150096431, ""leftKneeAngle"": 171.94557397523545, ""rightHipAngle"": 173.736071826187, ""leftElbowAngle"": 136.6453971533439, ""rightKneeAngle"": 176.9393223270393, ""rightElbowAngle"": 117.3474817085568, ""leftShoulderAngle"": 31.66552867768874, ""rightShoulderAngle"": 175.09489907351917}"
"Squat","{""leftHipAngle"": 171.29041011550902, ""leftKneeAngle"": 173.27501309729473, ""rightHipAngle"": 171.8683670468617, ""leftElbowAngle"": 172.52766088500144, ""rightKneeAngle"": 178.7268648917172, ""rightElbowAngle"": 129.84143121046327, ""leftShoulderAngle"": 13.874590526676544, ""rightShoulderAngle"": 154.48618354278997}"
"Squat","{""leftHipAngle"": 175.22463427535027, ""leftKneeAngle"": 179.20189146462573, ""rightHipAngle"": 174.91747304096577, ""leftElbowAngle"": 174.58446283850975, ""rightKneeAngle"": 172.80854635492554, ""rightElbowAngle"": 100.98971505174228, ""leftShoulderAngle"": 6.0466240468825365, ""rightShoulderAngle"": 146.74805070223448}"
"Squat","{""leftHipAngle"": 161.34119240982474, ""leftKneeAngle"": 158.24639155545236, ""rightHipAngle"": 158.2686265568058, ""leftElbowAngle"": 100.11660274016891, ""rightKneeAngle"": 149.29995636895293, ""rightElbowAngle"": 127.13613155262934, ""leftShoulderAngle"": 4.861483696410578, ""rightShoulderAngle"": 131.8779587566743}"
"Squat","{""leftHipAngle"": 92.18085193693868, ""leftKneeAngle"": 63.04213188857528, ""rightHipAngle"": 97.8586693524615, ""leftElbowAngle"": 123.84571885194384, ""rightKneeAngle"": 67.97612208839502, ""rightElbowAngle"": 151.88399408707514, ""leftShoulderAngle"": 34.11839665575691, ""rightShoulderAngle"": 175.08936481265204}"
"Squat","{""leftHipAngle"": 69.42664663601016, ""leftKneeAngle"": 36.03651250341488, ""rightHipAngle"": 67.89524797790897, ""leftElbowAngle"": 40.70093869947033, ""rightKneeAngle"": 37.43025166588495, ""rightElbowAngle"": 30.480164185738772, ""leftShoulderAngle"": 121.05670916853336, ""rightShoulderAngle"": 138.81724029620727}"
"Squat","{""leftHipAngle"": 83.41608676990707, ""leftKneeAngle"": 48.80570553628655, ""rightHipAngle"": 87.38310462451767, ""leftElbowAngle"": 0.9350574936724456, ""rightKneeAngle"": 58.747450743780064, ""rightElbowAngle"": 134.982792734825, ""leftShoulderAngle"": 116.57023109763053, ""rightShoulderAngle"": 162.5278344300767}"
"Squat","{""leftHipAngle"": 140.23303748358396, ""leftKneeAngle"": 129.12838547010674, ""rightHipAngle"": 136.62355780589513, ""leftElbowAngle"": 158.77508433165522, ""rightKneeAngle"": 118.3360086662952, ""rightElbowAngle"": 168.10282230865772, ""leftShoulderAngle"": 17.114207218373586, ""rightShoulderAngle"": 152.4690555511244}"
"Squat","{""leftHipAngle"": 167.04751915222926, ""leftKneeAngle"": 169.47618854848832, ""rightHipAngle"": 179.2730267274044, ""leftElbowAngle"": 104.04391125806848, ""rightKneeAngle"": 174.2837346653262, ""rightElbowAngle"": 99.36894078689276, ""leftShoulderAngle"": 40.49664220519872, ""rightShoulderAngle"": 170.17560210673804}"
"Squat","{""leftHipAngle"": 165.05622929448154, ""leftKneeAngle"": 171.9793722905209, ""rightHipAngle"": 171.62762236256594, ""leftElbowAngle"": 56.146156027958625, ""rightKneeAngle"": 178.85104985668383, ""rightElbowAngle"": 43.1687287082757, ""leftShoulderAngle"": 133.56967821027834, ""rightShoulderAngle"": 172.79043375851433}"
"Squat","{""leftHipAngle"": 168.17719964733823, ""leftKneeAngle"": 170.8382302516689, ""rightHipAngle"": 172.32868427213646, ""leftElbowAngle"": 47.04542385981187, ""rightKneeAngle"": 173.12152024175975, ""rightElbowAngle"": 38.26151086917407, ""leftShoulderAngle"": 125.83714901509852, ""rightShoulderAngle"": 166.73094815892836}"
"Squat","{""leftHipAngle"": 169.9117450423014, ""leftKneeAngle"": 175.6479842574245, ""rightHipAngle"": 176.15478174534672, ""leftElbowAngle"": 51.46398857557, ""rightKneeAngle"": 173.29022618827662, ""rightElbowAngle"": 45.371904399949834, ""leftShoulderAngle"": 126.17065350266128, ""rightShoulderAngle"": 170.78560279534767}"
"Squat","{""leftHipAngle"": 164.826693450175, ""leftKneeAngle"": 153.5468424300639, ""rightHipAngle"": 165.8751553389533, ""leftElbowAngle"": 57.956480120036474, ""rightKneeAngle"": 139.78190603145282, ""rightElbowAngle"": 101.56505295468808, ""leftShoulderAngle"": 109.04333622271533, ""rightShoulderAngle"": 173.56019856908856}"
"Squat","{""leftHipAngle"": 103.4156560932881, ""leftKneeAngle"": 79.13396216893864, ""rightHipAngle"": 101.6963994249324, ""leftElbowAngle"": 28.91390308819649, ""rightKneeAngle"": 72.84006746242517, ""rightElbowAngle"": 169.95177377312015, ""leftShoulderAngle"": 106.19038321755356, ""rightShoulderAngle"": 170.5187037862432}"
"Squat","{""leftHipAngle"": 71.7637674819323, ""leftKneeAngle"": 40.81615344405981, ""rightHipAngle"": 70.62507334331698, ""leftElbowAngle"": 40.315037472361894, ""rightKneeAngle"": 39.8149094075427, ""rightElbowAngle"": 45.03269382721629, ""leftShoulderAngle"": 119.92637224750996, ""rightShoulderAngle"": 131.69287867426362}"
"Squat","{""leftHipAngle"": 65.91228442245202, ""leftKneeAngle"": 38.52630833209116, ""rightHipAngle"": 77.56626115361146, ""leftElbowAngle"": 69.7394543701111, ""rightKneeAngle"": 50.119193679890714, ""rightElbowAngle"": 148.5175452721678, ""leftShoulderAngle"": 77.68244228591358, ""rightShoulderAngle"": 131.7113260000738}"
"Squat","{""leftHipAngle"": 115.67099398964308, ""leftKneeAngle"": 103.97820422789756, ""rightHipAngle"": 120.2738212486214, ""leftElbowAngle"": 60.63551830704069, ""rightKneeAngle"": 109.7017659991404, ""rightElbowAngle"": 59.19774280590369, ""leftShoulderAngle"": 142.5277142221854, ""rightShoulderAngle"": 173.34878412122308}"
"Squat","{""leftHipAngle"": 174.95299926548117, ""leftKneeAngle"": 176.9489734182864, ""rightHipAngle"": 174.53505955991687, ""leftElbowAngle"": 48.80499305834985, ""rightKneeAngle"": 171.1940788512184, ""rightElbowAngle"": 56.66329790823102, ""leftShoulderAngle"": 132.20015056561485, ""rightShoulderAngle"": 172.66224808899992}"
"Squat","{""leftHipAngle"": 168.34217476411936, ""leftKneeAngle"": 173.22616058196985, ""rightHipAngle"": 176.03436712454902, ""leftElbowAngle"": 44.28065857620231, ""rightKneeAngle"": 174.61579026298128, ""rightElbowAngle"": 47.83995950681491, ""leftShoulderAngle"": 125.08198051734412, ""rightShoulderAngle"": 173.43916244748357}"
"Squat","{""leftHipAngle"": 170.77145775151664, ""leftKneeAngle"": 170.48210078042317, ""rightHipAngle"": 174.25521823350064, ""leftElbowAngle"": 49.04651610497643, ""rightKneeAngle"": 172.09490842245495, ""rightElbowAngle"": 52.204899916094504, ""leftShoulderAngle"": 128.00628777408838, ""rightShoulderAngle"": 174.32434250206305}"
"Squat","{""leftHipAngle"": 170.4224463486913, ""leftKneeAngle"": 168.05463400525068, ""rightHipAngle"": 174.98593055040675, ""leftElbowAngle"": 48.91291525560473, ""rightKneeAngle"": 176.7797439298991, ""rightElbowAngle"": 63.439922024775534, ""leftShoulderAngle"": 129.0475089612994, ""rightShoulderAngle"": 176.3800631182022}"
"Squat","{""leftHipAngle"": 177.99213217328813, ""leftKneeAngle"": 175.48941190857948, ""rightHipAngle"": 175.19617326128358, ""leftElbowAngle"": 143.87607706509223, ""rightKneeAngle"": 162.83465503957606, ""rightElbowAngle"": 53.582326613923954, ""leftShoulderAngle"": 6.0387188819464015, ""rightShoulderAngle"": 146.06294126122455}"
"Squat","{""leftHipAngle"": 120.26829216576463, ""leftKneeAngle"": 99.20065721419712, ""rightHipAngle"": 113.99390563698036, ""leftElbowAngle"": 51.86956158513226, ""rightKneeAngle"": 89.27690508627154, ""rightElbowAngle"": 140.60503701359127, ""leftShoulderAngle"": 78.05463208538123, ""rightShoulderAngle"": 171.1198878058682}"
"Squat","{""leftHipAngle"": 75.2899085171744, ""leftKneeAngle"": 46.64909308954708, ""rightHipAngle"": 81.22482322307981, ""leftElbowAngle"": 41.99819670199912, ""rightKneeAngle"": 55.54765708616446, ""rightElbowAngle"": 108.38244793994124, ""leftShoulderAngle"": 145.12704164644413, ""rightShoulderAngle"": 160.5153580266911}"
"Squat","{""leftHipAngle"": 65.62143292781327, ""leftKneeAngle"": 39.357251991876126, ""rightHipAngle"": 65.28000734025292, ""leftElbowAngle"": 47.93412136522794, ""rightKneeAngle"": 41.049611590757195, ""rightElbowAngle"": 38.29481459850547, ""leftShoulderAngle"": 120.28495141282822, ""rightShoulderAngle"": 139.95300105794155}"
"Squat","{""leftHipAngle"": 87.4156452564681, ""leftKneeAngle"": 69.64364029600449, ""rightHipAngle"": 93.9331094437494, ""leftElbowAngle"": 103.2578583752076, ""rightKneeAngle"": 72.17463046098243, ""rightElbowAngle"": 146.0505233781256, ""leftShoulderAngle"": 65.21653857292121, ""rightShoulderAngle"": 177.6823074459113}"
"Squat","{""leftHipAngle"": 165.3467685556422, ""leftKneeAngle"": 165.79333969975374, ""rightHipAngle"": 159.3239230181538, ""leftElbowAngle"": 2.473887363407075, ""rightKneeAngle"": 153.97999738058394, ""rightElbowAngle"": 73.42063948363892, ""leftShoulderAngle"": 94.0328485384187, ""rightShoulderAngle"": 136.19735105702094}"
"Squat","{""leftHipAngle"": 172.48877070293528, ""leftKneeAngle"": 174.67721436221075, ""rightHipAngle"": 175.53982950876753, ""leftElbowAngle"": 127.74753685551931, ""rightKneeAngle"": 175.6874137808198, ""rightElbowAngle"": 91.69690504192047, ""leftShoulderAngle"": 34.37361772429353, ""rightShoulderAngle"": 173.77487923953632}"
"Squat","{""leftHipAngle"": 169.49057857816024, ""leftKneeAngle"": 173.59851276857552, ""rightHipAngle"": 171.2465632605488, ""leftElbowAngle"": 171.68770910727653, ""rightKneeAngle"": 178.63319633176866, ""rightElbowAngle"": 165.94124181973618, ""leftShoulderAngle"": 17.484528943188437, ""rightShoulderAngle"": 154.76930740124976}"
"Squat","{""leftHipAngle"": 168.10773037141317, ""leftKneeAngle"": 173.9423073665791, ""rightHipAngle"": 171.29350052922473, ""leftElbowAngle"": 120.9971821685649, ""rightKneeAngle"": 177.03634401841816, ""rightElbowAngle"": 157.29748564249184, ""leftShoulderAngle"": 47.81803280662031, ""rightShoulderAngle"": 152.56349960117154}"
"Squat","{""leftHipAngle"": 175.30025069276823, ""leftKneeAngle"": 179.01995382313058, ""rightHipAngle"": 175.89681864400526, ""leftElbowAngle"": 128.6468252647091, ""rightKneeAngle"": 172.92908282067668, ""rightElbowAngle"": 13.97271217810271, ""leftShoulderAngle"": 31.74938002946312, ""rightShoulderAngle"": 160.50663698745802}"
"Squat","{""leftHipAngle"": 170.57985700037852, ""leftKneeAngle"": 163.96151501188555, ""rightHipAngle"": 163.28764331365377, ""leftElbowAngle"": 41.69192032721833, ""rightKneeAngle"": 153.73084673232432, ""rightElbowAngle"": 98.34910970778432, ""leftShoulderAngle"": 115.60089060861272, ""rightShoulderAngle"": 175.29232940502666}"
"Squat","{""leftHipAngle"": 102.93509941061338, ""leftKneeAngle"": 89.61096150043079, ""rightHipAngle"": 107.03472383487112, ""leftElbowAngle"": 174.2900913707757, ""rightKneeAngle"": 87.68878734728509, ""rightElbowAngle"": 118.74893494683164, ""leftShoulderAngle"": 30.629983609003094, ""rightShoulderAngle"": 108.2651860105556}"
"Squat","{""leftHipAngle"": 87.80788100947963, ""leftKneeAngle"": 55.34089268897037, ""rightHipAngle"": 89.90730129632567, ""leftElbowAngle"": 13.58881883475294, ""rightKneeAngle"": 58.68608637870386, ""rightElbowAngle"": 41.39310829884262, ""leftShoulderAngle"": 105.99529017756204, ""rightShoulderAngle"": 113.84357368643828}"
"Squat","{""leftHipAngle"": 90.74360146754448, ""leftKneeAngle"": 55.409894754706215, ""rightHipAngle"": 86.96633709864697, ""leftElbowAngle"": 18.304476961704033, ""rightKneeAngle"": 57.253860322912885, ""rightElbowAngle"": 29.31816625965113, ""leftShoulderAngle"": 108.2047064925553, ""rightShoulderAngle"": 114.63579043649256}"
"Squat","{""leftHipAngle"": 96.74028288289216, ""leftKneeAngle"": 93.9838649606836, ""rightHipAngle"": 101.74114384695164, ""leftElbowAngle"": 44.44687636530455, ""rightKneeAngle"": 86.6745074075202, ""rightElbowAngle"": 177.169483994753, ""leftShoulderAngle"": 88.24555587448278, ""rightShoulderAngle"": 165.69448669877184}"
"Squat","{""leftHipAngle"": 175.72293305453695, ""leftKneeAngle"": 175.88645383718443, ""rightHipAngle"": 173.41484574472904, ""leftElbowAngle"": 58.10198711876484, ""rightKneeAngle"": 171.69625424334083, ""rightElbowAngle"": 112.5004200834466, ""leftShoulderAngle"": 138.1568512631274, ""rightShoulderAngle"": 179.81554934684004}"
"Squat","{""leftHipAngle"": 166.9690343800045, ""leftKneeAngle"": 177.8368359205055, ""rightHipAngle"": 176.18534401399953, ""leftElbowAngle"": 26.77635357543081, ""rightKneeAngle"": 173.8935995149602, ""rightElbowAngle"": 66.05527306545164, ""leftShoulderAngle"": 122.36934633910096, ""rightShoulderAngle"": 162.0009470113659}"
"Squat","{""leftHipAngle"": 169.98187343656866, ""leftKneeAngle"": 176.089742216852, ""rightHipAngle"": 174.53109159258207, ""leftElbowAngle"": 50.843898433244526, ""rightKneeAngle"": 177.78548520483824, ""rightElbowAngle"": 24.269725040155365, ""leftShoulderAngle"": 175.80354087332535, ""rightShoulderAngle"": 160.07066753243362}"
"Squat","{""leftHipAngle"": 169.22903421603036, ""leftKneeAngle"": 178.49694903569275, ""rightHipAngle"": 176.04196997871497, ""leftElbowAngle"": 52.514410490010846, ""rightKneeAngle"": 173.2607037653523, ""rightElbowAngle"": 147.93457228284888, ""leftShoulderAngle"": 75.72258394365377, ""rightShoulderAngle"": 159.05243663954914}"
"Squat","{""leftHipAngle"": 172.4629129205675, ""leftKneeAngle"": 166.74178858533932, ""rightHipAngle"": 172.117751124432, ""leftElbowAngle"": 56.59671317975519, ""rightKneeAngle"": 164.3827276418685, ""rightElbowAngle"": 25.172034138794892, ""leftShoulderAngle"": 172.6581394860022, ""rightShoulderAngle"": 155.98658254508882}"
"Squat","{""leftHipAngle"": 132.36757001516702, ""leftKneeAngle"": 117.42209970724292, ""rightHipAngle"": 123.5445130769183, ""leftElbowAngle"": 86.40015118519233, ""rightKneeAngle"": 98.84739758472055, ""rightElbowAngle"": 143.70286214389606, ""leftShoulderAngle"": 50.72980376500968, ""rightShoulderAngle"": 159.402359547649}"
"Squat","{""leftHipAngle"": 77.63460313487039, ""leftKneeAngle"": 53.31936409058835, ""rightHipAngle"": 76.26047922772031, ""leftElbowAngle"": 36.98933953245353, ""rightKneeAngle"": 51.86456952466176, ""rightElbowAngle"": 51.551956317639, ""leftShoulderAngle"": 128.07965272813848, ""rightShoulderAngle"": 150.18043875799992}"
"Squat","{""leftHipAngle"": 62.49848286402254, ""leftKneeAngle"": 35.266175467540506, ""rightHipAngle"": 62.08641189623638, ""leftElbowAngle"": 40.71496224585576, ""rightKneeAngle"": 36.86865091351518, ""rightElbowAngle"": 42.31494035896196, ""leftShoulderAngle"": 136.12942489289023, ""rightShoulderAngle"": 141.1903673631105}"
"Squat","{""leftHipAngle"": 86.59429299966877, ""leftKneeAngle"": 69.8935333502439, ""rightHipAngle"": 83.66619928876413, ""leftElbowAngle"": 13.43302618983414, ""rightKneeAngle"": 59.16947835006419, ""rightElbowAngle"": 129.07601636618972, ""leftShoulderAngle"": 106.97754332859772, ""rightShoulderAngle"": 148.28212616028352}"
"Squat","{""leftHipAngle"": 164.90590536958769, ""leftKneeAngle"": 165.9892626706309, ""rightHipAngle"": 163.17517686925984, ""leftElbowAngle"": 135.20180606763188, ""rightKneeAngle"": 163.0064973092586, ""rightElbowAngle"": 29.915374820304947, ""leftShoulderAngle"": 156.0204785236176, ""rightShoulderAngle"": 155.91394462332937}"
"Squat","{""leftHipAngle"": 174.09148790910731, ""leftKneeAngle"": 175.40023936754525, ""rightHipAngle"": 176.75499773788903, ""leftElbowAngle"": 118.51223614445254, ""rightKneeAngle"": 177.95087612773247, ""rightElbowAngle"": 2.301308194373153, ""leftShoulderAngle"": 165.61429279795112, ""rightShoulderAngle"": 163.34800458784702}"
"Squat","{""leftHipAngle"": 167.86378284666884, ""leftKneeAngle"": 178.065990350245, ""rightHipAngle"": 174.3420364215349, ""leftElbowAngle"": 54.74317070993675, ""rightKneeAngle"": 178.5487919220759, ""rightElbowAngle"": 12.727462356214785, ""leftShoulderAngle"": 140.92281839863534, ""rightShoulderAngle"": 168.06205750865018}"
"Squat","{""leftHipAngle"": 168.02517575517854, ""leftKneeAngle"": 176.0574024254911, ""rightHipAngle"": 175.17712541634015, ""leftElbowAngle"": 34.139218593630176, ""rightKneeAngle"": 174.10420897029613, ""rightElbowAngle"": 127.62143977389512, ""leftShoulderAngle"": 74.41529036442343, ""rightShoulderAngle"": 169.26679863222523}"
"Squat","{""leftHipAngle"": 153.10130767952043, ""leftKneeAngle"": 144.25225105650654, ""rightHipAngle"": 148.8774434105395, ""leftElbowAngle"": 137.82090385504097, ""rightKneeAngle"": 136.25560007401876, ""rightElbowAngle"": 173.45125123537144, ""leftShoulderAngle"": 61.48060364103776, ""rightShoulderAngle"": 160.08830971751627}"
"Squat","{""leftHipAngle"": 88.28959614359239, ""leftKneeAngle"": 67.34064083986055, ""rightHipAngle"": 93.08915973249164, ""leftElbowAngle"": 33.312722729054315, ""rightKneeAngle"": 67.65617248467305, ""rightElbowAngle"": 157.0245315337414, ""leftShoulderAngle"": 91.20407568809378, ""rightShoulderAngle"": 177.0580686580902}"
"Squat","{""leftHipAngle"": 76.5335991230818, ""leftKneeAngle"": 40.636734875991635, ""rightHipAngle"": 67.12663769515059, ""leftElbowAngle"": 64.56658086162923, ""rightKneeAngle"": 40.9587265172687, ""rightElbowAngle"": 44.1025537568629, ""leftShoulderAngle"": 120.24205211873044, ""rightShoulderAngle"": 134.63707544963842}"
"Squat","{""leftHipAngle"": 81.10628306497972, ""leftKneeAngle"": 51.95110568609243, ""rightHipAngle"": 77.80593477338205, ""leftElbowAngle"": 24.401419055164297, ""rightKneeAngle"": 57.54565129581795, ""rightElbowAngle"": 61.806036191474846, ""leftShoulderAngle"": 122.3365644707366, ""rightShoulderAngle"": 147.02842136360184}"
"Squat","{""leftHipAngle"": 139.40734174833608, ""leftKneeAngle"": 130.07905034915936, ""rightHipAngle"": 129.06353402736005, ""leftElbowAngle"": 20.772797027313967, ""rightKneeAngle"": 116.39683225496384, ""rightElbowAngle"": 140.02893536340034, ""leftShoulderAngle"": 56.939665087047075, ""rightShoulderAngle"": 161.4178638217096}"
"Squat","{""leftHipAngle"": 169.80394756430476, ""leftKneeAngle"": 171.69719185156055, ""rightHipAngle"": 179.16630185034552, ""leftElbowAngle"": 48.908966206499315, ""rightKneeAngle"": 174.85055211260396, ""rightElbowAngle"": 109.78955596810368, ""leftShoulderAngle"": 118.13366392945514, ""rightShoulderAngle"": 175.5680198635939}"
"Squat","{""leftHipAngle"": 171.66603133397567, ""leftKneeAngle"": 177.70358563089167, ""rightHipAngle"": 173.92970874293013, ""leftElbowAngle"": 43.24649639496545, ""rightKneeAngle"": 175.8908163054371, ""rightElbowAngle"": 49.51755585479137, ""leftShoulderAngle"": 129.13461678638313, ""rightShoulderAngle"": 169.74989398227677}"
"Squat","{""leftHipAngle"": 168.48526945557555, ""leftKneeAngle"": 172.065382346417, ""rightHipAngle"": 172.5983102536045, ""leftElbowAngle"": 41.87758952781507, ""rightKneeAngle"": 176.37914949054766, ""rightElbowAngle"": 47.44576924292112, ""leftShoulderAngle"": 123.55772300426707, ""rightShoulderAngle"": 168.76768444347692}"
"Squat","{""leftHipAngle"": 171.51912785626538, ""leftKneeAngle"": 177.3900693446504, ""rightHipAngle"": 179.5880737570862, ""leftElbowAngle"": 50.52177019240571, ""rightKneeAngle"": 172.4250648814515, ""rightElbowAngle"": 53.03026976321123, ""leftShoulderAngle"": 128.19442336222895, ""rightShoulderAngle"": 176.1893088313593}"
"Squat","{""leftHipAngle"": 170.6351305579505, ""leftKneeAngle"": 169.2488332687392, ""rightHipAngle"": 165.87827934092283, ""leftElbowAngle"": 176.6650395502355, ""rightKneeAngle"": 163.5417469584288, ""rightElbowAngle"": 149.4072720825967, ""leftShoulderAngle"": 17.829818575270618, ""rightShoulderAngle"": 149.2940572193676}"
"Squat","{""leftHipAngle"": 106.61350725407728, ""leftKneeAngle"": 85.19970963965233, ""rightHipAngle"": 108.78275366811688, ""leftElbowAngle"": 53.55252404911084, ""rightKneeAngle"": 89.53964068764196, ""rightElbowAngle"": 154.80053739771182, ""leftShoulderAngle"": 63.55465128962602, ""rightShoulderAngle"": 173.68656868799684}"
